OBJECTID,TYPE,Status,Comments,Date_Modified,Name,Name_Source,Update_Author,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Length
518,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,19320ac9-0ffe-4aa2-baf8-8d38a06c7bf2,11.6797653070108
519,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,3ff54f28-f611-4aaa-9ac9-cf2b43d36a68,51.5069533043975
520,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,83b587eb-6414-479b-b0c0-2fcece9392f0,999.999207334489
521,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,86701070-c122-4ce7-a19a-c848c4256e76,27.7784229938414
522,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,96d7b00a-f8b4-4bd3-8a4f-508990fbf5d7,101.715587648597
523,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,e5a558e8-0e60-4ecc-9e6f-6116e37f7d98,128.00970255748
524,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,649bb18a-c33d-4c0b-a9b1-c4c3003b8084,55.1206250957328
525,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,921dd810-edc9-4121-8fa1-6db497e1b267,73.0429466611432
526,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,80e8d22d-c4fd-4576-8e6e-f715fae15fe5,77.46348738508
527,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ef222cdd-9efe-46ee-b213-c3a97565788d,28.3077312082342
528,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8e43a9d2-f331-43c2-a288-625183576b07,16.8267171743255
529,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c2540cb3-39f7-498f-a42b-42b194f841af,31.4769539781974
530,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,89a47517-3230-44ab-98d0-c85013ebaeea,105.181777529645
531,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8c1bf881-a26b-40ba-9ca5-8eb76f56a2c4,35.3267334991642
532,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,460d1f1d-b536-4253-a812-040d407e0691,3654.50221048059
533,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ebb99477-bdbb-45c8-b895-25ed2aa9fd37,4492.05140710561
534,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,10c104ac-eb0d-43a7-b095-fc54aaab7ac2,1565.48618078696
535,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,eb5ba7af-d0b9-4838-8e0d-10c729449d9e,2083.8388978859
536,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5195af98-9259-4c8a-bfc9-8dc6befaa744,75.8227950172548
537,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,0ab56b7d-ccfc-487c-ba9f-edd7f62f81fb,397.262555943754
538,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f6a9b552-e746-434a-b9f4-54800ea0d56a,362.185911486405
539,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,Dry Run Creek,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6dc19a9b-4dad-40ac-91e8-3f294e926c5b,15415.8617048412
540,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bb6dfb9f-384c-4c40-87a6-a00bec874cdf,4302.41647802305
541,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8b41cbd0-bc9f-4389-b197-02cc24a4fad6,1173.05776722559
542,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4ffa805c-92a0-4bef-9608-e8238ba7f49f,83.9472404766364
543,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c082b339-4847-4701-bec1-313aab520b35,92.4346852699691
544,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,fe70bbbc-3960-4a47-8417-9ea3e5d68b20,57.6835803514694
545,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,346a0fab-bf0b-46f2-9103-6bc378e8d01d,13656.9723013541
546,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1c14dead-69d8-46e6-950e-67ac9258a8b2,4342.30470883371
547,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,979bf0aa-c7f9-4a44-8c2f-138c7f46835a,60.36680657412
548,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b99fc677-8155-4246-bd3d-c0b1859de157,35.3502998234071
549,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c4e4edcb-7bd0-45a6-a2f4-984c44eb785c,64.731689281117
550,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,57f98300-083b-46dd-8e45-bcb4e007cee6,96.9239065238725
551,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,86b259dc-a985-4e73-80bb-c353d7ef0d2d,70.2239317072377
552,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2bb687f7-6477-4bb2-b255-1be77524f0dc,1958.31507058279
553,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5cc11dee-34da-4956-bc33-cce76473b553,3101.16838702725
554,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b215b59d-7d84-431e-ae50-0739530e57e3,49.4717251205921
555,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,37c54287-1929-4ad3-961f-01dc871e931d,2238.3046401328
556,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a8a85460-6aff-435d-927a-8b9a88d59be7,3435.29106647984
557,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b959f183-8614-4b55-b4f5-ef7d0eeede21,27.2541740886401
558,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4e68e152-af27-4c3e-890d-1ed7e6ed133f,9832.1554727335
559,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d65aa18c-251e-44ae-9ffe-ff12154b36d1,353.432362153901
560,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,00aa4d18-2394-4a74-9bde-f4c80f3a7390,81.7259114359548
561,Water Body Centerline,Update,,2011-06-07T00:00:00.000Z,No Name,USGS,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1151bda1-4bc6-4e0c-880b-aa16e2ba72f3,8882.71871496799
562,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,2071029c-fdbb-4914-8f3e-94ec3a1d2a46,74.7946039137369
563,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,e95aef24-9173-4f44-b70f-d0fb0ccc0dd4,836.852089830491
564,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,cf411853-fe7a-4708-b0e3-b054f11333da,179.265904528905
565,Water Body Centerline,Update,,2012-11-15T00:00:00.000Z,Little Lamarsh,USGS,T. Clark,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b92764b3-6f7b-4660-9273-9d0061c2ed0c,32972.4876085829
566,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name ,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f855c87d-fb45-4ca0-b6b9-33730d791127,1358.13660863054
567,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,906d7345-e01f-4344-86cc-8cb7e412ba99,9314.90245967049
568,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c4ce5575-424f-4572-a4d7-84cd865e1a82,275.828188393068
569,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,66d89794-17ee-4cc3-995c-abf3bf06f022,16183.8962456987
570,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,983c1eda-9ba3-4791-be4c-1ce5b52abb41,5699.16671698609
571,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,747f11ff-b9a8-477f-9a7e-88d5e8f77c66,1325.53616937295
572,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,22c082c7-524d-46f9-b7fa-8f4282e3188a,1387.91927146168
573,Water Body Centerline,Update,,2011-06-07T00:00:00.000Z,No Name,USGS,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b120a0dd-6453-4788-a585-32cb8c33032b,5952.7142309019
574,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,Illinois River,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,63ca78d2-f84c-45e2-a735-88f35a730120,129415.496648038
575,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f2b51619-fd54-4e17-9d75-a5db0b364bf2,2461.56443621799
576,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,284dc2f7-e4b1-482e-8f26-2665a93c4f45,3612.65009328603
577,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,042af514-66cb-44f2-b232-2305f561f0c0,117.127694271623
578,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,461d9c2c-9289-454e-94c5-bb3becc5629d,222.47747797409
579,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8bf2a796-bbd9-4a8d-a7c6-d2f273f98d61,1605.45643163072
580,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,d2fb334d-36fa-4763-94d0-274fb90a00dd,990.805412205602
581,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,725553ef-e92f-4313-9089-28a902d4fa8d,8073.0229433668
582,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1c9f60e5-25da-4e63-b0c3-a650afbfc6b5,1943.43427578415
583,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,058751f5-5b46-4a8b-9b9f-6b2ba2972392,2425.10906046996
584,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5147e706-f9bc-4a6a-a7de-610a32d21081,111.309414344498
585,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9f1ef548-1c92-454a-8e75-4136e503e50c,467.522314097641
586,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9df52573-ffd7-497e-9e21-28416b1e8277,6024.69078085738
587,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,df65860d-ab97-42bf-b6e0-6b5e4cf44fe9,984.920626067825
588,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,987dcb7e-4828-4eb3-81d2-77ecad6527de,6990.29785937811
589,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c819e79c-f2fa-4c3a-a8e7-b5f6827392b3,1663.28851596066
590,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bba6b4eb-c974-4cba-9e31-5779f3f41087,621.415601101404
591,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,b93f4c42-ee1d-4c3a-9fe0-467f8af0842b,192.433316104896
592,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,da343332-fedf-4075-a27c-68f830ef4be7,1235.53363693474
593,Water Body Centerline,Update,Flip,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7b14664c-20aa-4884-b9c7-8b3cd21d3878,229.236142010002
594,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,08265d45-130d-4e90-b50a-a819f1aa346c,1661.99270002231
595,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1131eb44-eaef-4f9e-91d7-b90735dcbbe2,1053.98978715677
596,Water Body Centerline,Update,,2011-06-17T00:00:00.000Z,Lamarsh Creek,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f4564efc-f37a-4cf9-9f3e-4831e5c35e3b,54073.6174059444
597,Water Body Centerline,Update,,2011-06-07T00:00:00.000Z,No Name,USGS,S. Bradbury,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,df65d5e4-77fb-4607-a281-3b841ef5869c,13785.6452813406
598,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,fa7892ca-23af-4df2-a570-5c89c1763432,1328.96350663877
599,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,7125b548-8422-4e8e-afc4-aab76168248f,1384.64288319495
600,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ea5b9c28-e07c-45bf-8b24-168058b25cf7,1269.59298663295
601,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,8465c99a-4f85-4841-ba8b-848b06d89d41,1335.36619000741
602,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,5b69623e-cc13-46f6-b06a-6ce1387581e5,2672.98349606063
603,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,1a4a26e4-8af6-4d53-ada5-412ca0f752d8,3191.04799347516
604,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,4ac1a47c-0516-4817-81e2-85b0ea3ec1f8,3343.83251833111
605,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,3db7e5cd-69e1-4c28-ab9c-4471ddaeacad,2560.68793020542
606,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c3f06512-7491-42a9-bac0-5c47c1c499da,2555.93809946498
607,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,06fc34e9-0ec3-4b0b-9fee-81cc5de95289,2537.52669287741
608,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9d941613-8e9c-4367-9425-78a0775cc1e9,25.6387335240524
609,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bf25c3a4-ab7a-4d90-b65c-2e49a691c871,3844.8870510322
610,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,ae064b4b-e708-47b5-9041-f5768da8bb25,20.3140611609722
611,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a1fddbe4-4d69-40ef-b0a5-26add7b006c2,2044.08229991026
612,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,cdcf9e3c-f919-46c3-ab61-2eaebfa9415f,443.59627509076
613,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6e301d0b-20fd-4a24-b1f3-14b6abe88517,1158.81628500713
614,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,a718db8d-0cc9-4589-b8d0-f65e37831e23,1234.49608113724
615,Water Body Centerline,Update,Merge,2011-06-17T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,69066ae6-8035-4614-9acf-0eff7c15635e,1181.14483789171
616,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,74e47b1a-fbef-4a18-954b-0ace5c556ef5,5601.1416842181
617,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9a65c5c2-60d4-405e-b05e-ed9d192691bf,642.617061887413
618,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6a7e8bd1-5f29-4f7e-a222-54f534500fbd,482.8763400372
619,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,6a96e9e9-10c1-4103-b371-c231c6732ede,1388.28444606121
620,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,41d258a3-4e00-4d57-97ff-02345af52b51,54.8949830955404
621,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c22e5987-23e4-4240-bea0-d2c86ded5937,1497.12628106926
622,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,88590b35-19ac-44e8-8c72-181997ad16fb,42.7997779554828
623,Water Body Centerline,Update,,2011-06-13T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,fb7f3e5f-3a3b-4c8e-b2b1-e94e9a9c38e1,199.279362606694
624,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,9c0ca7f8-089e-43ab-81a0-f4ad34fc9474,81.2346518108533
625,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,509c70e4-5717-4d53-826a-8e35623a890d,36.3729828025034
626,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,No Name,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,12d04e10-fc19-470f-b34f-834d9befcd37,1184.22278143107
627,Water Body Centerline,Delete,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c96585d5-2a1b-41a2-96c7-48cda773a993,70.3060919651647
628,Water Body Centerline,Update,,2011-06-14T00:00:00.000Z,,USGS,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,bb41e74c-8e7d-43d4-ac44-c53648c58604,6349.18437680492
629,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,81659cac-c668-48c2-bd90-5d8973fcaab3,1722.46040757911
630,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,c553265c-60ec-41f8-8868-0a5f2592a46f,2187.98108111049
631,Water Body Centerline,Update,,2011-06-16T00:00:00.000Z,,,A.Hendon,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,f2bbefbe-8cf1-4e01-a4a0-050c6cc5168d,1981.91146914254
632,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,e2790bbf-b2b7-424e-a058-48a3e0c6094a,237.771222418491
633,Water Body Centerline,New,,,,,Sanborn,GISAdmin,2018-06-22T18:01:33.470Z,GISAdmin,2018-06-22T18:01:33.470Z,39fe5bdc-8619-4214-b42a-df744108af04,127.037922068837
